2024-06-05 17:06:19.224852,time:,2024-06-05 17:06:19.224852,timeFrame:,M1,position:,500.0,direction:,500,open:,<built-in function open>,close:,1.08662,diff:,2.999999999997449e-05
2024-06-05 17:06:29.573340,time:,2024-06-05 17:06:29.573340,timeFrame:,M1,position:,500.0,direction:,500,open:,<built-in function open>,close:,1.08662,diff:,2.999999999997449e-05
